"sample","Biotic_abiotic","Trans_name","count","total","percentage"
"0-5cm_CPCRW_timezero__timezero","Biotic","Glutamic Acid",1,1204,0.08
"0-5cm_CPCRW_timezero__timezero","Biotic","Glycine",1,1204,0.08
"0-5cm_CPCRW_timezero__timezero","Biotic","malonyl group (-H2O)",171,1204,14.2
"0-5cm_CPCRW_timezero__timezero","Biotic","NH_CH2",4,1204,0.33
"0-5cm_CPCRW_timezero__timezero","Biotic","palmitoylation (-H2O)",15,1204,1.25
"0-5cm_CPCRW_timezero__timezero","Biotic","Phenylalanine",4,1204,0.33
"0-5cm_CPCRW_timezero__timezero","Biotic","Proline",1,1204,0.08
"0-5cm_CPCRW_timezero__timezero","Biotic","secondary amine",1,1204,0.08
"0-5cm_CPCRW_timezero__timezero","Biotic","Serine",54,1204,4.49
"0-5cm_CPCRW_timezero__timezero","Biotic","Threonine",1,1204,0.08
"0-5cm_CPCRW_timezero__timezero","both","C6H10O5",71,1204,5.9
"0-5cm_CPCRW_timezero__timezero","both","C6H10O6",53,1204,4.4
"0-5cm_CPCRW_timezero__timezero","both","D-Ribose (-H2O) (ribosylation)",2,1204,0.17
"0-5cm_CPCRW_timezero__timezero","both","disaccharide (-H2O)",1,1204,0.08
"0-5cm_CPCRW_timezero__timezero","both","erythose (-H2O)",156,1204,12.96
"0-5cm_CPCRW_timezero__timezero","both","Glucuronic Acid (-H2O)",6,1204,0.5
"0-5cm_SR_150d_CW_saturated","Abiotic","acetotacetate (-H2O)",86,1665,5.17
"0-5cm_SR_150d_CW_saturated","Abiotic","acetylation (-H2O)",6,1665,0.36
"0-5cm_SR_150d_CW_saturated","Abiotic","C2H2",389,1665,23.36
"0-5cm_SR_150d_CW_saturated","Abiotic","Carboxylation",6,1665,0.36
"0-5cm_SR_150d_CW_saturated","Abiotic","condensation/dehydration",3,1665,0.18
"0-5cm_SR_150d_CW_saturated","Abiotic","ethyl addition (-H2O)",1,1665,0.06
"0-5cm_SR_150d_CW_saturated","Abiotic","Formic Acid (-H2O)",10,1665,0.6
"0-5cm_SR_150d_CW_saturated","Abiotic","glyoxylate (-H2O)",8,1665,0.48
"0-5cm_SR_150d_CW_saturated","Abiotic","H2S",14,1665,0.84
"0-5cm_SR_150d_CW_saturated","Abiotic","hydrogenation/dehydrogenation",4,1665,0.24
"0-5cm_SR_150d_CW_saturated","Abiotic","hydroxylation (-H)",6,1665,0.36
"0-5cm_SR_150d_CW_saturated","Abiotic","Inorganic Phosphate",1,1665,0.06
"0-5cm_SR_150d_CW_saturated","Abiotic","NO3-",1,1665,0.06
"0-5cm_SR_150d_CW_saturated","Abiotic","SO42-",1,1665,0.06
"0-5cm_SR_150d_CW_saturated","Biotic","Alanine",2,1665,0.12
"0-5cm_SR_150d_CW_saturated","Biotic","Asparagine",1,1665,0.06
"0-5cm_SR_150d_CW_saturated","Biotic","Aspartic Acid",1,1665,0.06
"0-5cm_SR_150d_CW_saturated","Biotic","biotinyl (-H2O)",1,1665,0.06
"0-5cm_SR_150d_CW_saturated","Biotic","CH4_O",359,1665,21.56
"0-5cm_SR_150d_CW_saturated","Biotic","Cystine",1,1665,0.06
"0-5cm_SR_150d_CW_saturated","Biotic","Glutamic Acid",2,1665,0.12
"0-5cm_SR_150d_CW_saturated","Biotic","Glycine",1,1665,0.06
"0-5cm_SR_150d_CW_saturated","Biotic","malonyl group (-H2O)",235,1665,14.11
"0-5cm_SR_150d_CW_saturated","Biotic","NH_CH2",6,1665,0.36
"0-5cm_SR_150d_CW_saturated","Biotic","palmitoylation (-H2O)",25,1665,1.5
"0-5cm_SR_150d_CW_saturated","Biotic","Phenylalanine",6,1665,0.36
"0-5cm_SR_150d_CW_saturated","Biotic","Proline",1,1665,0.06
"0-5cm_SR_150d_CW_saturated","Biotic","secondary amine",3,1665,0.18
"0-5cm_SR_150d_CW_saturated","Biotic","Serine",87,1665,5.23
"0-5cm_SR_150d_CW_saturated","Biotic","Threonine",1,1665,0.06
"0-5cm_SR_150d_CW_saturated","both","C6H10O5",101,1665,6.07
"0-5cm_SR_150d_CW_saturated","both","C6H10O6",75,1665,4.5
"0-5cm_SR_150d_CW_saturated","both","D-Ribose (-H2O) (ribosylation)",4,1665,0.24
"0-5cm_SR_150d_CW_saturated","both","disaccharide (-H2O)",6,1665,0.36
"0-5cm_SR_150d_CW_saturated","both","erythose (-H2O)",200,1665,12.01
"0-5cm_SR_150d_CW_saturated","both","Glucuronic Acid (-H2O)",11,1665,0.66
"0-5cm_SR_150d_FAD_saturated","Abiotic","acetotacetate (-H2O)",82,1524,5.38
"0-5cm_SR_150d_FAD_saturated","Abiotic","acetylation (-H2O)",6,1524,0.39
"0-5cm_SR_150d_FAD_saturated","Abiotic","C2H2",359,1524,23.56
"0-5cm_SR_150d_FAD_saturated","Abiotic","Carboxylation",4,1524,0.26
"0-5cm_SR_150d_FAD_saturated","Abiotic","condensation/dehydration",3,1524,0.2
"0-5cm_SR_150d_FAD_saturated","Abiotic","ethyl addition (-H2O)",1,1524,0.07
"0-5cm_SR_150d_FAD_saturated","Abiotic","Formic Acid (-H2O)",8,1524,0.52
"0-5cm_SR_150d_FAD_saturated","Abiotic","glyoxylate (-H2O)",7,1524,0.46
"0-5cm_SR_150d_FAD_saturated","Abiotic","H2S",14,1524,0.92
"0-5cm_SR_150d_FAD_saturated","Abiotic","hydrogenation/dehydrogenation",4,1524,0.26
"0-5cm_SR_150d_FAD_saturated","Abiotic","hydroxylation (-H)",6,1524,0.39
"0-5cm_SR_150d_FAD_saturated","Abiotic","NO3-",1,1524,0.07
"0-5cm_SR_150d_FAD_saturated","Abiotic","SO42-",1,1524,0.07
"0-5cm_SR_150d_FAD_saturated","Biotic","Alanine",2,1524,0.13
"0-5cm_SR_150d_FAD_saturated","Biotic","Asparagine",1,1524,0.07
"0-5cm_SR_150d_FAD_saturated","Biotic","Aspartic Acid",1,1524,0.07
"0-5cm_SR_150d_FAD_saturated","Biotic","CH4_O",333,1524,21.85
"0-5cm_SR_150d_FAD_saturated","Biotic","Cystine",1,1524,0.07
"0-5cm_SR_150d_FAD_saturated","Biotic","Glutamic Acid",2,1524,0.13
"0-5cm_SR_150d_FAD_saturated","Biotic","Glycine",1,1524,0.07
"0-5cm_SR_150d_FAD_saturated","Biotic","malonyl group (-H2O)",212,1524,13.91
"0-5cm_SR_150d_FAD_saturated","Biotic","NH_CH2",4,1524,0.26
"0-5cm_SR_150d_FAD_saturated","Biotic","palmitoylation (-H2O)",22,1524,1.44
"0-5cm_SR_150d_FAD_saturated","Biotic","Phenylalanine",4,1524,0.26
"0-5cm_SR_150d_FAD_saturated","Biotic","Proline",1,1524,0.07
"0-5cm_SR_150d_FAD_saturated","Biotic","secondary amine",3,1524,0.2
"0-5cm_SR_150d_FAD_saturated","Biotic","Serine",78,1524,5.12
"0-5cm_SR_150d_FAD_saturated","Biotic","Threonine",1,1524,0.07
"0-5cm_SR_150d_FAD_saturated","both","C6H10O5",94,1524,6.17
"0-5cm_SR_150d_FAD_saturated","both","C6H10O6",67,1524,4.4
"0-5cm_SR_150d_FAD_saturated","both","D-Ribose (-H2O) (ribosylation)",3,1524,0.2
"0-5cm_SR_150d_FAD_saturated","both","disaccharide (-H2O)",4,1524,0.26
"0-5cm_SR_150d_FAD_saturated","both","erythose (-H2O)",183,1524,12.01
"0-5cm_SR_150d_FAD_saturated","both","Glucuronic Acid (-H2O)",11,1524,0.72
"0-5cm_SR_30d_CW_instant chemistry","Abiotic","acetotacetate (-H2O)",89,1738,5.12
"0-5cm_SR_30d_CW_instant chemistry","Abiotic","acetylation (-H2O)",6,1738,0.35
"0-5cm_SR_30d_CW_instant chemistry","Abiotic","C2H2",398,1738,22.9
"0-5cm_SR_30d_CW_instant chemistry","Abiotic","Carboxylation",8,1738,0.46
"0-5cm_SR_30d_CW_instant chemistry","Abiotic","condensation/dehydration",3,1738,0.17
"0-5cm_SR_30d_CW_instant chemistry","Abiotic","ethyl addition (-H2O)",1,1738,0.06
"0-5cm_SR_30d_CW_instant chemistry","Abiotic","Formic Acid (-H2O)",9,1738,0.52
"0-5cm_SR_30d_CW_instant chemistry","Abiotic","glyoxylate (-H2O)",10,1738,0.58
"0-5cm_SR_30d_CW_instant chemistry","Abiotic","H2S",12,1738,0.69
"0-5cm_SR_30d_CW_instant chemistry","Abiotic","hydrogenation/dehydrogenation",4,1738,0.23
"0-5cm_SR_30d_CW_instant chemistry","Abiotic","hydroxylation (-H)",8,1738,0.46
"0-5cm_SR_30d_CW_instant chemistry","Abiotic","methanol (-H2O)",1,1738,0.06
"0-5cm_SR_30d_CW_instant chemistry","Abiotic","NO3-",3,1738,0.17
"0-5cm_SR_30d_CW_instant chemistry","Biotic","Alanine",2,1738,0.12
"0-5cm_SR_30d_CW_instant chemistry","Biotic","Arginine",12,1738,0.69
"0-5cm_SR_30d_CW_instant chemistry","Biotic","Asparagine",2,1738,0.12
"0-5cm_SR_30d_CW_instant chemistry","Biotic","Aspartic Acid",2,1738,0.12
"0-5cm_SR_30d_CW_instant chemistry","Biotic","CH4_O",380,1738,21.86
"0-5cm_SR_30d_CW_instant chemistry","Biotic","Cysteine",1,1738,0.06
"0-5cm_SR_30d_CW_instant chemistry","Biotic","Glutamic Acid",2,1738,0.12
"0-5cm_SR_30d_CW_instant chemistry","Biotic","Glycine",1,1738,0.06
"0-5cm_SR_30d_CW_instant chemistry","Biotic","Isoleucine",2,1738,0.12
"0-5cm_SR_30d_CW_instant chemistry","Biotic","malonyl group (-H2O)",244,1738,14.04
"0-5cm_SR_30d_CW_instant chemistry","Biotic","NH_CH2",5,1738,0.29
"0-5cm_SR_30d_CW_instant chemistry","Biotic","palmitoylation (-H2O)",22,1738,1.27
"0-5cm_SR_30d_CW_instant chemistry","Biotic","Phenylalanine",3,1738,0.17
"0-5cm_SR_30d_CW_instant chemistry","Biotic","Proline",1,1738,0.06
"0-5cm_SR_30d_CW_instant chemistry","Biotic","secondary amine",2,1738,0.12
"0-5cm_SR_30d_CW_instant chemistry","Biotic","Serine",93,1738,5.35
"0-5cm_SR_30d_CW_instant chemistry","Biotic","Threonine",2,1738,0.12
"0-5cm_SR_30d_CW_instant chemistry","Biotic","urea addition (-H)",1,1738,0.06
"0-5cm_SR_30d_CW_instant chemistry","both","C6H10O5",102,1738,5.87
"0-5cm_SR_30d_CW_instant chemistry","both","C6H10O6",75,1738,4.32
"0-5cm_SR_30d_CW_instant chemistry","both","D-Ribose (-H2O) (ribosylation)",3,1738,0.17
"0-5cm_SR_30d_CW_instant chemistry","both","disaccharide (-H2O)",6,1738,0.35
"0-5cm_SR_30d_CW_instant chemistry","both","erythose (-H2O)",210,1738,12.08
"0-5cm_SR_30d_CW_instant chemistry","both","Glucuronic Acid (-H2O)",13,1738,0.75
"0-5cm_SR_30d_CW_saturated","Abiotic","acetotacetate (-H2O)",83,1649,5.03
"0-5cm_SR_30d_CW_saturated","Abiotic","acetylation (-H2O)",7,1649,0.42
"0-5cm_SR_30d_CW_saturated","Abiotic","C2H2",387,1649,23.47
"0-5cm_SR_30d_CW_saturated","Abiotic","Carboxylation",4,1649,0.24
"0-5cm_SR_30d_CW_saturated","Abiotic","condensation/dehydration",4,1649,0.24
"0-5cm_SR_30d_CW_saturated","Abiotic","ethyl addition (-H2O)",2,1649,0.12
"0-5cm_SR_30d_CW_saturated","Abiotic","Formic Acid (-H2O)",9,1649,0.55
"0-5cm_SR_30d_CW_saturated","Abiotic","glyoxylate (-H2O)",8,1649,0.49
"0-5cm_SR_30d_CW_saturated","Abiotic","H2S",14,1649,0.85
"0-5cm_SR_30d_CW_saturated","Abiotic","hydrogenation/dehydrogenation",4,1649,0.24
"0-5cm_SR_30d_CW_saturated","Abiotic","hydroxylation (-H)",5,1649,0.3
"0-5cm_SR_30d_CW_saturated","Abiotic","NO3-",1,1649,0.06
"0-5cm_SR_30d_CW_saturated","Abiotic","SO42-",2,1649,0.12
"0-5cm_SR_30d_CW_saturated","Biotic","Alanine",3,1649,0.18
"0-5cm_SR_30d_CW_saturated","Biotic","Aspartic Acid",1,1649,0.06
"0-5cm_SR_30d_CW_saturated","Biotic","CH4_O",367,1649,22.26
"0-5cm_SR_30d_CW_saturated","Biotic","Cystine",2,1649,0.12
"0-5cm_SR_30d_CW_saturated","Biotic","Glutamic Acid",2,1649,0.12
"0-5cm_SR_30d_CW_saturated","Biotic","Glycine",1,1649,0.06
"0-5cm_SR_30d_CW_saturated","Biotic","Isoleucine",1,1649,0.06
"0-5cm_SR_30d_CW_saturated","Biotic","malonyl group (-H2O)",219,1649,13.28
"0-5cm_SR_30d_CW_saturated","Biotic","NH_CH2",6,1649,0.36
"0-5cm_SR_30d_CW_saturated","Biotic","palmitoylation (-H2O)",23,1649,1.39
"0-5cm_SR_30d_CW_saturated","Biotic","Phenylalanine",9,1649,0.55
"0-5cm_SR_30d_CW_saturated","Biotic","Proline",1,1649,0.06
"0-5cm_SR_30d_CW_saturated","Biotic","secondary amine",5,1649,0.3
"0-5cm_SR_30d_CW_saturated","Biotic","Serine",81,1649,4.91
"0-5cm_SR_30d_CW_saturated","Biotic","Threonine",1,1649,0.06
"0-5cm_SR_30d_CW_saturated","both","C6H10O5",101,1649,6.12
"0-5cm_SR_30d_CW_saturated","both","C6H10O6",76,1649,4.61
"0-5cm_SR_30d_CW_saturated","both","D-Ribose (-H2O) (ribosylation)",3,1649,0.18
"0-5cm_SR_30d_CW_saturated","both","disaccharide (-H2O)",8,1649,0.49
"0-5cm_SR_30d_CW_saturated","both","erythose (-H2O)",198,1649,12.01
"0-5cm_SR_30d_CW_saturated","both","Glucuronic Acid (-H2O)",11,1649,0.67
"0-5cm_SR_30d_FAD_instant chemistry","Abiotic","acetotacetate (-H2O)",78,1427,5.47
"0-5cm_SR_30d_FAD_instant chemistry","Abiotic","acetylation (-H2O)",6,1427,0.42
"0-5cm_SR_30d_FAD_instant chemistry","Abiotic","C2H2",333,1427,23.34
"0-5cm_SR_30d_FAD_instant chemistry","Abiotic","Carboxylation",7,1427,0.49
"0-5cm_SR_30d_FAD_instant chemistry","Abiotic","condensation/dehydration",2,1427,0.14
"0-5cm_SR_30d_FAD_instant chemistry","Abiotic","ethyl addition (-H2O)",1,1427,0.07
"0-5cm_SR_30d_FAD_instant chemistry","Abiotic","Formic Acid (-H2O)",10,1427,0.7
"0-5cm_SR_30d_FAD_instant chemistry","Abiotic","glyoxylate (-H2O)",9,1427,0.63
"0-5cm_SR_30d_FAD_instant chemistry","Abiotic","H2S",4,1427,0.28
"0-5cm_SR_30d_FAD_instant chemistry","Abiotic","hydrogenation/dehydrogenation",4,1427,0.28
"0-5cm_SR_30d_FAD_instant chemistry","Abiotic","hydroxylation (-H)",7,1427,0.49
"0-5cm_SR_30d_FAD_instant chemistry","Abiotic","NO3-",1,1427,0.07
"0-5cm_SR_30d_FAD_instant chemistry","Abiotic","phosphate",1,1427,0.07
"0-5cm_SR_30d_FAD_instant chemistry","Biotic","Alanine",2,1427,0.14
"0-5cm_SR_30d_FAD_instant chemistry","Biotic","Arginine",6,1427,0.42
"0-5cm_SR_30d_FAD_instant chemistry","Biotic","Asparagine",1,1427,0.07
"0-5cm_SR_30d_FAD_instant chemistry","Biotic","Aspartic Acid",2,1427,0.14
"0-5cm_SR_30d_FAD_instant chemistry","Biotic","CH4_O",316,1427,22.14
"0-5cm_SR_30d_FAD_instant chemistry","Biotic","Glutamic Acid",2,1427,0.14
"0-5cm_SR_30d_FAD_instant chemistry","Biotic","Glycine",1,1427,0.07
"0-5cm_SR_30d_FAD_instant chemistry","Biotic","malonyl group (-H2O)",204,1427,14.3
"0-5cm_SR_30d_FAD_instant chemistry","Biotic","NH_CH2",3,1427,0.21
"0-5cm_SR_30d_FAD_instant chemistry","Biotic","palmitoylation (-H2O)",16,1427,1.12
"0-5cm_SR_30d_FAD_instant chemistry","Biotic","Phenylalanine",3,1427,0.21
"0-5cm_SR_30d_FAD_instant chemistry","Biotic","Proline",1,1427,0.07
"0-5cm_SR_30d_FAD_instant chemistry","Biotic","secondary amine",2,1427,0.14
"0-5cm_SR_30d_FAD_instant chemistry","Biotic","Serine",73,1427,5.12
"0-5cm_SR_30d_FAD_instant chemistry","Biotic","Threonine",2,1427,0.14
"0-5cm_SR_30d_FAD_instant chemistry","Biotic","urea addition (-H)",1,1427,0.07
"0-5cm_SR_30d_FAD_instant chemistry","both","C6H10O5",86,1427,6.03
"0-5cm_SR_30d_FAD_instant chemistry","both","C6H10O6",58,1427,4.06
"0-5cm_SR_30d_FAD_instant chemistry","both","D-Ribose (-H2O) (ribosylation)",3,1427,0.21
"0-5cm_SR_30d_FAD_instant chemistry","both","disaccharide (-H2O)",2,1427,0.14
"0-5cm_SR_30d_FAD_instant chemistry","both","erythose (-H2O)",170,1427,11.91
"0-5cm_SR_30d_FAD_instant chemistry","both","Glucuronic Acid (-H2O)",9,1427,0.63
"0-5cm_SR_30d_FAD_instant chemistry","both","transamination (-O)",1,1427,0.07
"0-5cm_SR_30d_FAD_saturated","Abiotic","acetotacetate (-H2O)",80,1554,5.15
"0-5cm_SR_30d_FAD_saturated","Abiotic","acetylation (-H2O)",6,1554,0.39
"0-5cm_SR_30d_FAD_saturated","Abiotic","C2H2",372,1554,23.94
"0-5cm_SR_30d_FAD_saturated","Abiotic","Carboxylation",5,1554,0.32
"0-5cm_SR_30d_FAD_saturated","Abiotic","condensation/dehydration",2,1554,0.13
"0-5cm_SR_30d_FAD_saturated","Abiotic","ethyl addition (-H2O)",1,1554,0.06
"0-5cm_SR_30d_FAD_saturated","Abiotic","Formic Acid (-H2O)",9,1554,0.58
"0-5cm_SR_30d_FAD_saturated","Abiotic","glyoxylate (-H2O)",7,1554,0.45
"0-5cm_SR_30d_FAD_saturated","Abiotic","H2S",12,1554,0.77
"0-5cm_SR_30d_FAD_saturated","Abiotic","hydrogenation/dehydrogenation",4,1554,0.26
"0-5cm_SR_30d_FAD_saturated","Abiotic","hydroxylation (-H)",6,1554,0.39
"0-5cm_SR_30d_FAD_saturated","Abiotic","NO3-",1,1554,0.06
"0-5cm_SR_30d_FAD_saturated","Abiotic","PO43-",1,1554,0.06
"0-5cm_SR_30d_FAD_saturated","Abiotic","SO42-",1,1554,0.06
"0-5cm_SR_30d_FAD_saturated","Biotic","Alanine",2,1554,0.13
"0-5cm_SR_30d_FAD_saturated","Biotic","Aspartic Acid",1,1554,0.06
"0-5cm_SR_30d_FAD_saturated","Biotic","CH4_O",335,1554,21.56
"0-5cm_SR_30d_FAD_saturated","Biotic","Glutamic Acid",1,1554,0.06
"0-5cm_SR_30d_FAD_saturated","Biotic","Glycine",1,1554,0.06
"0-5cm_SR_30d_FAD_saturated","Biotic","malonyl group (-H2O)",218,1554,14.03
"0-5cm_SR_30d_FAD_saturated","Biotic","NH_CH2",6,1554,0.39
"0-5cm_SR_30d_FAD_saturated","Biotic","palmitoylation (-H2O)",22,1554,1.42
"0-5cm_SR_30d_FAD_saturated","Biotic","Phenylalanine",5,1554,0.32
"0-5cm_SR_30d_FAD_saturated","Biotic","Proline",1,1554,0.06
"0-5cm_SR_30d_FAD_saturated","Biotic","secondary amine",4,1554,0.26
"0-5cm_SR_30d_FAD_saturated","Biotic","Serine",71,1554,4.57
"0-5cm_SR_30d_FAD_saturated","Biotic","Threonine",1,1554,0.06
"0-5cm_SR_30d_FAD_saturated","Biotic","urea addition (-H)",1,1554,0.06
"0-5cm_SR_30d_FAD_saturated","both","C6H10O5",95,1554,6.11
"0-5cm_SR_30d_FAD_saturated","both","C6H10O6",73,1554,4.7
"0-5cm_SR_30d_FAD_saturated","both","D-Ribose (-H2O) (ribosylation)",4,1554,0.26
"0-5cm_SR_30d_FAD_saturated","both","disaccharide (-H2O)",8,1554,0.51
"0-5cm_SR_30d_FAD_saturated","both","erythose (-H2O)",187,1554,12.03
"0-5cm_SR_30d_FAD_saturated","both","Glucuronic Acid (-H2O)",11,1554,0.71
"0-5cm_SR_90d_CW_instant chemistry","Abiotic","acetotacetate (-H2O)",90,1718,5.24
"0-5cm_SR_90d_CW_instant chemistry","Abiotic","acetylation (-H2O)",6,1718,0.35
"0-5cm_SR_90d_CW_instant chemistry","Abiotic","C2H2",392,1718,22.82
"0-5cm_SR_90d_CW_instant chemistry","Abiotic","Carboxylation",9,1718,0.52
"0-5cm_SR_90d_CW_instant chemistry","Abiotic","condensation/dehydration",3,1718,0.17
"0-5cm_SR_90d_CW_instant chemistry","Abiotic","ethyl addition (-H2O)",1,1718,0.06
"0-5cm_SR_90d_CW_instant chemistry","Abiotic","Formic Acid (-H2O)",10,1718,0.58
"0-5cm_SR_90d_CW_instant chemistry","Abiotic","glyoxylate (-H2O)",9,1718,0.52
"0-5cm_SR_90d_CW_instant chemistry","Abiotic","H2S",10,1718,0.58
"0-5cm_SR_90d_CW_instant chemistry","Abiotic","hydrogenation/dehydrogenation",4,1718,0.23
"0-5cm_SR_90d_CW_instant chemistry","Abiotic","hydroxylation (-H)",9,1718,0.52
"0-5cm_SR_90d_CW_instant chemistry","Abiotic","NO3-",1,1718,0.06
"0-5cm_SR_90d_CW_instant chemistry","Abiotic","phosphate",1,1718,0.06
"0-5cm_SR_90d_CW_instant chemistry","Biotic","Alanine",2,1718,0.12
"0-5cm_SR_90d_CW_instant chemistry","Biotic","Arginine",15,1718,0.87
"0-5cm_SR_90d_CW_instant chemistry","Biotic","Asparagine",1,1718,0.06
"0-5cm_SR_90d_CW_instant chemistry","Biotic","Aspartic Acid",2,1718,0.12
"0-5cm_SR_90d_CW_instant chemistry","Biotic","CH4_O",381,1718,22.18
"0-5cm_SR_90d_CW_instant chemistry","Biotic","Cysteine",1,1718,0.06
"0-5cm_SR_90d_CW_instant chemistry","Biotic","Glutamic Acid",3,1718,0.17
"0-5cm_SR_90d_CW_instant chemistry","Biotic","Glycine",1,1718,0.06
"0-5cm_SR_90d_CW_instant chemistry","Biotic","guanosine (-H2O)",1,1718,0.06
"0-5cm_SR_90d_CW_instant chemistry","Biotic","Isoleucine",2,1718,0.12
"0-5cm_SR_90d_CW_instant chemistry","Biotic","malonyl group (-H2O)",237,1718,13.8
"0-5cm_SR_90d_CW_instant chemistry","Biotic","NH_CH2",6,1718,0.35
"0-5cm_SR_90d_CW_instant chemistry","Biotic","palmitoylation (-H2O)",20,1718,1.16
"0-5cm_SR_90d_CW_instant chemistry","Biotic","Phenylalanine",4,1718,0.23
"0-5cm_SR_90d_CW_instant chemistry","Biotic","Proline",1,1718,0.06
"0-5cm_SR_90d_CW_instant chemistry","Biotic","secondary amine",2,1718,0.12
"0-5cm_SR_90d_CW_instant chemistry","Biotic","Serine",95,1718,5.53
"0-5cm_SR_90d_CW_instant chemistry","Biotic","Threonine",2,1718,0.12
"0-5cm_SR_90d_CW_instant chemistry","Biotic","urea addition (-H)",1,1718,0.06
"0-5cm_SR_90d_CW_instant chemistry","both","C6H10O5",104,1718,6.05
"0-5cm_SR_90d_CW_instant chemistry","both","C6H10O6",69,1718,4.02
"0-5cm_SR_90d_CW_instant chemistry","both","D-Ribose (-H2O) (ribosylation)",4,1718,0.23
"0-5cm_SR_90d_CW_instant chemistry","both","disaccharide (-H2O)",5,1718,0.29
"0-5cm_SR_90d_CW_instant chemistry","both","erythose (-H2O)",203,1718,11.82
"0-5cm_SR_90d_CW_instant chemistry","both","Glucuronic Acid (-H2O)",11,1718,0.64
"0-5cm_SR_90d_CW_saturated","Abiotic","acetotacetate (-H2O)",91,1705,5.34
"0-5cm_SR_90d_CW_saturated","Abiotic","acetylation (-H2O)",6,1705,0.35
"0-5cm_SR_90d_CW_saturated","Abiotic","C2H2",391,1705,22.93
"0-5cm_SR_90d_CW_saturated","Abiotic","Carboxylation",5,1705,0.29
"0-5cm_SR_90d_CW_saturated","Abiotic","condensation/dehydration",4,1705,0.23
"0-5cm_SR_90d_CW_saturated","Abiotic","ethyl addition (-H2O)",1,1705,0.06
"0-5cm_SR_90d_CW_saturated","Abiotic","Formic Acid (-H2O)",11,1705,0.65
"0-5cm_SR_90d_CW_saturated","Abiotic","glyoxylate (-H2O)",7,1705,0.41
"0-5cm_SR_90d_CW_saturated","Abiotic","H2S",19,1705,1.11
"0-5cm_SR_90d_CW_saturated","Abiotic","hydrogenation/dehydrogenation",4,1705,0.23
"0-5cm_SR_90d_CW_saturated","Abiotic","hydroxylation (-H)",7,1705,0.41
"0-5cm_SR_90d_CW_saturated","Abiotic","NO3-",1,1705,0.06
"0-5cm_SR_90d_CW_saturated","Abiotic","SO42-",2,1705,0.12
"0-5cm_SR_90d_CW_saturated","Abiotic","sulfate (-H2O)",1,1705,0.06
"0-5cm_SR_90d_CW_saturated","Biotic","Alanine",2,1705,0.12
"0-5cm_SR_90d_CW_saturated","Biotic","Asparagine",1,1705,0.06
"0-5cm_SR_90d_CW_saturated","Biotic","Aspartic Acid",1,1705,0.06
"0-5cm_SR_90d_CW_saturated","Biotic","CH4_O",371,1705,21.76
"0-5cm_SR_90d_CW_saturated","Biotic","Cystine",2,1705,0.12
"0-5cm_SR_90d_CW_saturated","Biotic","Glutamic Acid",2,1705,0.12
"0-5cm_SR_90d_CW_saturated","Biotic","Glycine",1,1705,0.06
"0-5cm_SR_90d_CW_saturated","Biotic","malonyl group (-H2O)",230,1705,13.49
"0-5cm_SR_90d_CW_saturated","Biotic","NH_CH2",6,1705,0.35
"0-5cm_SR_90d_CW_saturated","Biotic","palmitoylation (-H2O)",26,1705,1.52
"0-5cm_SR_90d_CW_saturated","Biotic","Phenylalanine",7,1705,0.41
"0-5cm_SR_90d_CW_saturated","Biotic","Proline",1,1705,0.06
"0-5cm_SR_90d_CW_saturated","Biotic","secondary amine",4,1705,0.23
"0-5cm_SR_90d_CW_saturated","Biotic","Serine",84,1705,4.93
"0-5cm_SR_90d_CW_saturated","Biotic","Threonine",1,1705,0.06
"0-5cm_SR_90d_CW_saturated","Biotic","urea addition (-H)",1,1705,0.06
"0-5cm_SR_90d_CW_saturated","both","C6H10O5",104,1705,6.1
"0-5cm_SR_90d_CW_saturated","both","C6H10O6",77,1705,4.52
"0-5cm_SR_90d_CW_saturated","both","D-Ribose (-H2O) (ribosylation)",3,1705,0.18
"0-5cm_SR_90d_CW_saturated","both","disaccharide (-H2O)",9,1705,0.53
"0-5cm_SR_90d_CW_saturated","both","erythose (-H2O)",209,1705,12.26
"0-5cm_SR_90d_CW_saturated","both","Glucuronic Acid (-H2O)",13,1705,0.76
"0-5cm_SR_90d_FAD_instant chemistry","Abiotic","acetotacetate (-H2O)",92,1760,5.23
"0-5cm_SR_90d_FAD_instant chemistry","Abiotic","acetylation (-H2O)",6,1760,0.34
"0-5cm_SR_90d_FAD_instant chemistry","Abiotic","C2H2",411,1760,23.35
"0-5cm_SR_90d_FAD_instant chemistry","Abiotic","Carboxylation",10,1760,0.57
"0-5cm_SR_90d_FAD_instant chemistry","Abiotic","condensation/dehydration",3,1760,0.17
"0-5cm_SR_90d_FAD_instant chemistry","Abiotic","ethyl addition (-H2O)",1,1760,0.06
"0-5cm_SR_90d_FAD_instant chemistry","Abiotic","Formic Acid (-H2O)",10,1760,0.57
"0-5cm_SR_90d_FAD_instant chemistry","Abiotic","glyoxylate (-H2O)",9,1760,0.51
"0-5cm_SR_90d_FAD_instant chemistry","Abiotic","H2S",9,1760,0.51
"0-5cm_SR_90d_FAD_instant chemistry","Abiotic","hydrogenation/dehydrogenation",4,1760,0.23
"0-5cm_SR_90d_FAD_instant chemistry","Abiotic","hydroxylation (-H)",7,1760,0.4
"0-5cm_SR_90d_FAD_instant chemistry","Abiotic","NH4+",1,1760,0.06
"0-5cm_SR_90d_FAD_instant chemistry","Abiotic","NO3-",1,1760,0.06
